# IV Measurement - T = 33.00 C - Pull number 1
# Td_go[C]	Td_return[C]	Vcc	Vd_go[V]	Vd_return[V]	ErrVd_go[V]	ErrVd_return[V]	Vr_go[V]	Vr_return[V]	ErrVr_go[V]	ErrVr_return[V]	Id_go[A]	Id_return[A]	ErrId_go[A]	ErrId_return[A]
#  - T Go Leg
33.14422	32.92071	0.0	-0.017421642024361993	-0.01846772796774905	0.0001439293131684908	0.0006501657758447111	-0.00864817061764154	-0.006864229353736182	0.0001348605628701304	0.0006600538028281688	-8.673323255081276e-07	-6.884193514929478e-07	2.9315246359210725e-08	6.93415310042392e-08
33.14422	32.92071	0.050505050505050504	0.035563850254602146	0.032584640512043836	0.00014038183144377415	0.0007286859858075136	-0.008120538598867492	-0.006936095711660818	0.00013094406004955688	0.0007392720409724959	-8.144156653161661e-07	-6.956268891446011e-07	2.7728850374461343e-08	7.702075634719306e-08
33.14422	32.92071	0.10101010101010101	0.08454358676488798	0.08401736273587328	0.00013923690057676002	0.0006133275441544286	-0.006676828224540325	-0.00744962625979922	0.00013307596051352684	0.0006189189342982454	-6.696247341831636e-07	-7.471293009526848e-07	2.4110798360351548e-08	6.599141167671303e-08
33.14422	32.92071	0.15151515151515152	0.13351514366003714	0.13131572713179096	0.00013351280711413255	0.000622980444570506	-0.006791451752285068	-0.00590130160459799	0.0001345331557264612	0.0006333290144246805	-6.811204244594391e-07	-5.918465153543265e-07	2.4478883351504445e-08	6.59499980031908e-08
33.14422	32.92071	0.20202020202020202	0.1806558225015761	0.1789549100357188	0.00014161565922527037	0.0005644972630054792	-0.0036215661327841653	-0.002705033548834262	0.00013443390897769101	0.0005748471550533443	-3.632099220523684e-07	-2.7129009616229683e-07	1.73321570199135e-08	5.8223046920671205e-08
33.14422	32.92071	0.25252525252525254	0.22798326987543852	0.2251031246190589	0.00014020118226447902	0.0006050769414988851	-0.0019768103190739295	0.002289731960807976	0.00013130418146142523	0.0006089588232609001	-1.9825597423266768e-07	2.2963914961468016e-07	1.4448403392640484e-08	6.145998762629827e-08
33.14422	32.92071	0.30303030303030304	0.27189026103688113	0.2683598337648382	0.0001392812271511374	0.000520499826832292	0.00827608119305752	0.012069120106006415	0.0001323623414211079	0.000527216508112546	8.300151632792619e-07	1.2104222350823803e-06	2.8208373334636258e-08	6.413445488921759e-08
33.14422	32.92071	0.35353535353535354	0.3065174406133607	0.3038077048473485	0.0001402491384639059	0.00046547352755941303	0.025058418164588554	0.028430715071258328	0.0001328031348033611	0.00046564661295083647	2.5131298931489876e-06	2.8513403942692137e-06	7.652904153721249e-08	9.742519088355242e-08
33.14422	32.92071	0.40404040404040403	0.335084409274646	0.33035566346087597	0.00013485658290017015	0.0005518835686744294	0.048205088915167185	0.05448891299619313	0.00012520704300626447	0.000555436383480871	4.834529025691223e-06	5.464739042843559e-06	1.4551565324241874e-07	1.7308017471458723e-07
33.14422	32.92071	0.45454545454545453	0.35457742108591306	0.3518881340509745	0.00012767653949439375	0.00040199538158255065	0.07645250460641029	0.08007406161557362	0.00012956001511014054	0.00040394641601186127	7.667486170535582e-06	8.030695177572321e-06	2.3029147990139878e-07	2.442000241472015e-07
33.14422	32.92071	0.5050505050505051	0.36887181101766775	0.3665097102267174	0.00012281688396817848	0.0004221978227794261	0.1107081028946108	0.11393075368739827	0.00012056543976426294	0.0004261713935764942	1.110300901560634e-05	1.1426211381746893e-05	3.331650051928725e-07	3.4529287143768916e-07
33.14422	32.92071	0.5555555555555556	0.382561361596393	0.3793640277781146	0.00013377506336414465	0.00046119013714069165	0.14808082629630773	0.15235964903978857	0.00012608962763703674	0.00046683089956034494	1.4851150967436339e-05	1.528027770933593e-05	4.4552040533030555e-07	4.6059482683735756e-07
33.14422	32.91778	0.6060606060606061	0.39232831873737023	0.3907078394496284	0.00013455326718544492	0.0002973510192074871	0.1877874120201785	0.19211672150701445	0.00012738824294657096	0.00029493578459996195	1.883335794004398e-05	1.9267548040017495e-05	5.648996816972069e-07	5.785319007154706e-07
33.14422	32.91778	0.6565656565656566	0.4011986930821108	0.399554583695085	0.00013160481239085314	0.00032873432821328637	0.2301098669796907	0.23289175988631566	0.00012479337073865177	0.000332434505104727	2.307791264463852e-05	2.3356911030620366e-05	6.92149658638717e-07	7.011958771451407e-07
33.14422	32.91778	0.7070707070707071	0.4083449791725652	0.40844631542305937	0.00013197350658468977	0.0002612292074560135	0.27418669774242216	0.27577778191981894	0.00012507163571170982	0.00026150903016067235	2.7498415178259166e-05	2.7657986352403867e-05	8.246893354977719e-07	8.297935672346931e-07
33.14422	32.91778	0.7575757575757576	0.41525678193327376	0.4149459551809307	0.00013379454993593434	0.00025568613897782857	0.3164145435869287	0.3187911619386548	0.00012562841361161433	0.0002549473926556781	3.1733481454912114e-05	3.1971834513955954e-05	9.516741149031856e-07	9.590790844757344e-07
33.14422	32.92071	0.8080808080808081	0.42306062113465603	0.42160964233691717	0.00013114528372743582	0.00022486729220629555	0.3604099566878578	0.36390096983287257	0.00012499432518428736	0.00022314136881282227	3.61458185425592e-05	3.649593519535378e-05	1.083975782307006e-06	1.0946310153054484e-06
33.14422	32.92071	0.8585858585858586	0.42653379086566695	0.42647380590837913	0.00013299343137307382	0.0002683986757916425	0.4041638407712096	0.40712403833410565	0.00012930927393281692	0.0002709568100515421	4.053393248131678e-05	4.0830813191666396e-05	1.2155586819843687e-06	1.2246935731956648e-06
33.14422	32.92071	0.9090909090909091	0.43200415673603465	0.4327598653949267	0.00013331773813430065	0.00016865092466443804	0.4524726451613901	0.45222202131514183	0.00013039306731096737	0.00017080171531068196	4.5378863219475485e-05	4.5353727942547574e-05	1.360837091159786e-06	1.3601283983983376e-06
33.14422	32.92071	0.9595959595959596	0.4367665314129527	0.4361253378383803	0.00013134834936958184	0.0002379395673741033	0.4969802247873749	0.49811327083520857	0.00012792274227011287	0.00023586262765142683	4.984256591990522e-05	4.99562000637056e-05	1.4946822011078173e-06	1.4982214330381117e-06
33.14422	32.92071	1.0101010101010102	0.44067185925127633	0.4401379073257643	0.00013601186896656272	0.00017631268863565637	0.543761627685453	0.5452590109608372	0.00012966822896570191	0.00017621180219564106	5.4534312274140306e-05	5.468448610579051e-05	1.6353700673856175e-06	1.6399168427704977e-06
33.14422	32.92071	1.0606060606060606	0.44524746490611844	0.4430630442769775	0.00013254128479584692	0.0002483731107281439	0.5902064359680175	0.5925493958319322	0.00012317680823662296	0.0002468797290484166	5.919230127048616e-05	5.942727869139828e-05	1.775040288184592e-06	1.7822155574976755e-06
33.14422	32.92071	1.1111111111111112	0.44819440952304856	0.4470083604588148	0.00013490473152445221	0.00018069409732398594	0.6373262493479908	0.6367358473153515	0.0001279126223992382	0.00018130396357622433	6.391798709738149e-05	6.385877517955586e-05	1.9167491921811536e-06	1.9150170033692914e-06
33.14126	32.92071	1.1616161616161615	0.4519552302340059	0.4511790724555724	0.00013225561776812503	0.0001963942349240323	0.6846352824857284	0.6853812449922988	0.00012694021023914296	0.0001964957274247493	6.866264993337963e-05	6.873746314234268e-05	2.0590236455135622e-06	2.0613219109122233e-06
33.14126	32.92071	1.2121212121212122	0.45499533300784645	0.4544472965436832	0.00013577691719992514	0.00018426490400340152	0.7315344936054503	0.7346179544122594	0.00012485818186360815	0.0001803560712781706	7.336621137352826e-05	7.367545425857581e-05	2.2000654429629898e-06	2.209377105492055e-06
33.1383	32.92071	1.2626262626262625	0.4586084642732404	0.45774414940231	0.00013215658227030844	0.00016327874759527756	0.7785446843799616	0.7792428862840526	0.00012518099031150464	0.00016031663643265693	7.808090305686106e-05	7.815092631471794e-05	2.341442745801946e-06	2.3435640266711568e-06
33.1383	32.92364	1.3131313131313131	0.46071654286175556	0.460210770749265	0.00013197579015621059	0.00015377000421768147	0.8256817822570384	0.8286137787920099	0.0001258582256152124	0.00015060854973400134	8.280832236054942e-05	8.310237476602246e-05	2.4832021125703516e-06	2.4920335464681775e-06
33.1383	32.92657	1.3636363636363635	0.4634026486160413	0.46362758895580974	0.00013644927356462844	0.0001484342192713818	0.873678556437419	0.8739287253298023	0.00012745885418806064	0.00014123484337730103	8.762195932578668e-05	8.764704897500775e-05	2.627547475919384e-06	2.6283069120566233e-06
33.13534	32.92657	1.4141414141414141	0.4660074123080673	0.4662200831747575	0.00013159759323128607	0.00014117683465486344	0.9222093306072592	0.9235265912286178	0.00012615125943555916	0.00013574680276555922	9.248915160036699e-05	9.262126077912123e-05	2.7734975489945922e-06	2.7774636111503876e-06
33.13534	32.92657	1.4646464646464645	0.469169300962833	0.4689893486910182	0.00013055398093380502	0.00014320327694402411	0.9704435371627447	0.9711508369813298	0.0001265214374709747	0.00014140296314500578	9.732660085876488e-05	9.739753655413999e-05	2.918556683907364e-06	2.9206906752552026e-06
33.13238	32.92657	1.5151515151515151	0.4708738488708563	0.4698604812795761	0.00013511454259207894	0.00013662472338239772	1.0181150919169424	1.0196984429693392	0.00012725577123817047	0.00013001801911374536	0.00010210762129344523	0.00010226641690596121	3.061923977443701e-06	3.0666868995887402e-06
33.13238	32.92364	1.5656565656565655	0.4728496884613882	0.47300919161140587	0.0001288912968633877	0.0001343330760760705	1.0674518716801966	1.0684684708208239	0.00012230954236819365	0.00012526862240300592	0.00010705564854881121	0.0001071576041340712	3.210297120547864e-06	3.213355583106915e-06
33.13238	32.92364	1.6161616161616161	0.47476599732047964	0.4754417282554071	0.00013102327168997618	0.00013617988542262758	1.1149487578079693	1.1156742518311278	0.00012320995019363825	0.00013367731930058645	0.00011181915131962384	0.00011189191172712143	3.3531394312566634e-06	3.3553253103483825e-06
33.13238	32.92364	1.6666666666666667	0.47802331627606304	0.4773789417269889	0.00013198520192210481	0.00014166912393132687	1.1637274280546879	1.1655618590235897	0.00012655650164974147	0.00013759081636417352	0.00011671120530084123	0.00011689518192995584	3.499837515761948e-06	3.505358561451789e-06
33.13238	32.92657	1.7171717171717171	0.4803804183818793	0.4788353736238737	0.00013363571711186802	0.0001508761576172852	1.2107981170744726	1.2121585879194179	0.00012471858162403624	0.00014380511656479977	0.0001214319644042195	0.00012156840717274275	3.641397207952929e-06	3.6454957584173375e-06
33.13238	32.92657	1.7676767676767677	0.4809534482171279	0.48083847871013513	0.00013340206832156585	0.00013667939447123526	1.2595308469473112	1.261057340954659	0.00012668761693241908	0.00013355993444424494	0.00012631941098659223	0.0001264725043581044	3.787956709870573e-06	3.792549860873632e-06
33.13238	32.92657	1.8181818181818181	0.48270343861803366	0.48403717578413563	0.0001353242747617451	0.00012803461932255408	1.309706377473102	1.308759823829094	0.0001302871784325884	0.00012486698678042325	0.00013135155726337397	0.00013125662660004955	3.938855854700171e-06	3.936007421092965e-06
33.13238	32.9295	1.8686868686868687	0.48507599117143	0.48546770546007734	0.00012926674596183373	0.00012850455236312005	1.3568443850605525	1.3589694684939047	0.00012277214972509901	0.00012313589125307538	0.00013607906780268303	0.00013629219421260703	4.0806164377520125e-06	4.087007532365018e-06
33.13238	32.9295	1.9191919191919191	0.4873231224444706	0.4877261973563386	0.00013242205652663983	0.00014267272689387446	1.406640566360441	1.4068402477875048	0.00013170017716357957	0.0001397802936477826	0.00014107316882563847	0.00014109319504437918	4.230376399584755e-06	4.230979529524265e-06
33.13238	32.93243	1.9696969696969697	0.48876864814306353	0.48924306776875703	0.00013252530249645777	0.00013629287133538523	1.4571217595718509	1.4577708376877823	0.00013227290172823045	0.00013490346818786095	0.0001461359702709709	0.00014620106686268	4.3821938942427396e-06	4.384146740559182e-06
33.13238	32.93243	2.0202020202020203	0.4902041764932223	0.49151473798795414	0.0001324060879822908	0.00013113153413490754	1.505714848902301	1.5075288113877907	0.0001276658085055845	0.00012875916552925658	0.00015100941218556825	0.0001511913360132174	4.528331634672868e-06	4.533787266828992e-06
33.13238	32.93243	2.0707070707070705	0.4922209143273485	0.49267352155645844	0.0001306271214120549	0.00013316490270360527	1.554151468048446	1.5556056400810716	0.00012636266764161206	0.00012964644428468228	0.00015586716157340748	0.0001560130017130751	4.673999861574319e-06	4.678374051972985e-06
33.12943	32.93243	2.121212121212121	0.4921200319931493	0.49444486992901904	0.00012956918255743735	0.0001290947970834544	1.6035250888796735	1.6040718248143673	0.0001278367566235881	0.00012734081791269733	0.00016081888365055395	0.00016087371625858664	4.8224868260423706e-06	4.824130951647319e-06
33.12649	32.93536	2.1717171717171717	0.493774138734073	0.495242840104036	0.00013426760690929738	0.0001359866830616227	1.6544447613428663	1.655117948167948	0.00013237916412168704	0.00013507149095468856	0.0001659256605498813	0.00016599317502436547	4.975624222029627e-06	4.977649496330303e-06
