# IV Measurement - T = 10.00 °C - Pull number 2
# Td_go[°C]	Td_return[°C]	Vcc	Vd_go[V]	Vd_return[V]	ErrVd_go[V]	ErrVd_return[V]	Vr_go[V]	Vr_return[V]	ErrVr_go[V]	ErrVr_return[V]	Id_go[A]	Id_return[A]
# 
9.897489985028798	10.060718350344066	-5.0	-5.026262708034042	-5.026909809132751	0.00010503088616253683	0.00010508962533757527	0.00537683423540436	0.004094597463457639	0.00010346785491104214	0.00010491805731921678	5.37683423540436e-07	4.0945974634576387e-07
9.925371449468335	10.075865469419861	-3.888888888888889	-3.9136273543267865	-3.913727327768885	9.805329657753859e-05	0.00010051318955198522	0.0040445634200122725	0.0015064714096301246	0.00010434016969598293	0.00010569087708586699	4.0445634200122727e-07	1.5064714096301247e-07
9.949782456951965	10.08404199207012	-2.7777777777777777	-2.8030010131096486	-2.8012951020470576	0.00010539077065079175	0.00010494322082815138	0.005918566798704475	0.002456209121489952	0.0001033525537299526	0.00010395316045307418	5.918566798704475e-07	2.4562091214899524e-07
9.965741137932806	10.081149729356701	-1.6666666666666665	-1.6925323575062174	-1.6930008696848693	0.00010493229749814483	0.00010352018921517436	0.003652023364910969	0.0013227073919581667	0.00010391713136553159	0.00010424967359948061	3.652023364910969e-07	1.3227073919581667e-07
9.970542347664626	10.065705519986073	-0.5555555555555554	-0.5797783989695716	-0.5799356299949452	9.944471528938755e-05	0.00010035399925321948	0.002512156205922877	0.002484864945291619	0.00010537587269349123	0.00010373805945880523	2.512156205922877e-07	2.4848649452916193e-07
9.964407969025716	10.039226254547135	0.5555555555555554	0.3991047021617784	0.4011327996983543	0.00010659925314786122	0.00010626345233840932	0.1336196153381398	0.13108106853986545	0.00010582748911933718	0.00010253024161925852	1.3361961533813979e-05	1.3108106853986544e-05
9.950418625628162	10.005880112833022	1.666666666666667	0.479216636139158	0.4800023368410967	0.000106656500680659	0.00010695134370901237	1.167147484205239	1.164252330940409	0.00010394897826766204	0.00010433385838232562	0.0001167147484205239	0.00011642523309404089
9.933743663730896	9.971489177452098	2.7777777777777786	0.506488493817673	0.5078394991310703	0.00010354839696147624	0.00010611591062715074	2.2529591373895643	2.252061253250558	0.00010445015922544304	0.00010523751038270678	0.00022529591373895644	0.00022520612532505582
9.920358087847976	9.942127387599927	3.8888888888888893	0.5249608671744171	0.5255116301881533	0.0001049695580762719	0.00010477751716463317	3.3492083525484464	3.347268850952527	0.00010630833636512874	0.00010332493572684285	0.0003349208352548446	0.00033472688509525266
9.915560763099828	9.922656868975464	5.0	0.5363233080844259	0.5372516982140194	0.00010511729721430796	0.00010722483511810085	4.445526705695743	4.44604615031922	0.00010348192681200471	0.00010204427599533306	0.0004445526705695743	0.000444604615031922
