# IV curve: IV_20250404_101159
# Vcc[V]	Vd_Go[V]	Vd_Return[V]	Id_Go[A]	Id_Return[A]
# 
-5.0	-2.32504000312784	-2.324709001140282	-0.00026689987286292107	-0.00026695930946064487
-3.888888888888889	-2.189340665427262	-2.1897928664781987	-0.00016907420702361907	-0.00016899393837082626
-2.7777777777777777	-1.9830428732908627	-1.9832545125644485	-7.88212856605502e-05	-7.856882634955218e-05
-1.6666666666666665	-1.5356893258023296	-1.536050627555718	-1.156942774381296e-05	-1.1567043080921693e-05
-0.5555555555555554	-0.5497551448658898	-0.5480803942062437	8.709986108076989e-07	8.623598296117389e-07
0.5555555555555554	0.44185427328451565	0.4415884623802535	1.3022475812830014e-05	1.3179548608177382e-05
1.666666666666667	0.5822500753760137	0.5826067862557884	0.0001102909854147254	0.00011028887088157322
2.7777777777777786	0.6245995071991561	0.6241656696426733	0.00021731690565673017	0.00021750200948945973
3.8888888888888893	0.6479055361858294	0.6477338375126817	0.0003264649509037646	0.0003265639819042113
5.0	0.6640401615007376	0.664244914453981	0.0004362975293815108	0.00043623971255480747
