# IV curve: IV_20250402_160235
# Vcc[V]	Vd_Go[V]	Vd_Return[V]	Id_Go[A]	Id_Return[A]
# 
-5.0	-5.01853612096927	-5.018765605558327	-2.4397531457648793e-06	-2.4820091914947715e-06
-3.888888888888889	-3.906490156394658	-3.9069423091681346	-2.382714305323451e-06	-2.5274037402869093e-06
-2.7777777777777777	-2.7943514891346086	-2.794008852738274	-2.5209447965935623e-06	-2.511210895596125e-06
-1.6666666666666665	-1.685145225885236	-1.682933085386747	-2.5407309972640547e-06	-2.605365919305775e-06
-0.5555555555555554	-0.5724471615928348	-0.5723349187354645	-2.4887410493913874e-06	-2.4690003342212324e-06
0.5555555555555554	0.3961972914671548	0.3964199587334054	1.1874812500135804e-05	1.1949499721830241e-05
1.666666666666667	0.49236723915443026	0.491432032650908	0.00011351079412759295	0.00011358297964554421
2.7777777777777786	0.522135252966982	0.5231667975554152	0.00022147986066266143	0.00022158961721926843
3.8888888888888893	0.5419927135067852	0.5420467900733155	0.0003307944799700238	0.0003309429448015882
5.0	0.5567110825265045	0.5558095034575077	0.0004406768950070977	0.0004406827626390091
