# IV curve: IV_20250402_130001
# Vcc[V]	Vd_Go[V]	Vd_Return[V]	Id_Go[A]	Id_Return[A]
# 
# 
-5.0	-5.0189555551785325	-5.020171596288069	-2.2961098777313673e-06	-2.078916524827701e-06
-3.888888888888889	-3.907678477583536	-3.906587857724254	-2.4115521241421223e-06	-2.333771887209441e-06
-2.7777777777777777	-2.7967681208155883	-2.7934671782231146	-2.329177849785045e-06	-2.322536963998041e-06
-1.6666666666666665	-1.687191955758569	-1.6843781566604112	-2.356969501710121e-06	-2.508026909323555e-06
-0.5555555555555554	-0.5745075242201282	-0.5735818606401113	-2.283055533802567e-06	-2.336091648614063e-06
0.5555555555555554	0.39517301767758284	0.397277913004143	1.1908289841894089e-05	1.1872902108350684e-05
1.666666666666667	0.4921786528089678	0.49191463192532037	0.00011340767845702218	0.00011361886771968623
2.7777777777777786	0.522642391187551	0.5234099148923367	0.00022176287155997132	0.0002216425168775088
3.8888888888888893	0.5423553445999878	0.5435941069559653	0.0003310371452122527	0.00033103241481670565
5.0	0.5570373596254009	0.5567010851678562	0.00044062908972695053	0.00044066279449644
