# IV Measurement - T = 35.00 C - Pull number 1
# Td_go[C]	Td_return[C]	Vcc	Vd_go[V]	Vd_return[V]	ErrVd_go[V]	ErrVd_return[V]	Vr_go[V]	Vr_return[V]	ErrVr_go[V]	ErrVr_return[V]	Id_go[A]	Id_return[A]	ErrId_go[A]	ErrId_return[A]
# 
35.08387809731259	34.968768164783754	-1.0	-0.9833328579367161	-0.9538534812018008	0.0001090287949312056	0.0003201847290420977	-0.0026558572088237107	-0.002728296912612782	0.00010872442565322408	0.00010817889812582933	-2.6635815954505173e-07	-2.736231985370356e-07	1.3516476402587148e-08	1.3602668597746528e-08
35.08176509682855	34.958238925540485	-0.8775510204081632	-0.8855417409303721	-0.838758443360145	0.00027767110428070604	0.0002472918878596481	0.0005665885217567279	0.0007546606659874366	0.00010902130517655822	0.0001087887147861624	5.682364073380081e-08	7.568555470739511e-08	1.1065818352547136e-08	1.1144068560264798e-08
35.07003554962254	34.94220149102799	-0.7551020408163265	-0.7694472698918399	-0.7223003750367541	0.00032207121180651677	0.0002050809894136641	0.0028014213487071683	0.0029490004810074984	0.0001089837960731264	0.00010887862963212993	2.8095690990945425e-07	2.957577455628822e-07	1.3800288035647539e-08	1.4067448030362899e-08
35.053611258378496	34.92640161984802	-0.6326530612244898	-0.6419137190814581	-0.5967197817599941	0.0002740076192994867	0.00024127763629867404	0.004764943752989741	0.0037395387484352887	0.00010701790480779243	0.00010877245012791873	4.778802279600582e-07	3.7504149517954957e-07	1.7903894494877972e-08	1.566793488078956e-08
35.03843904375827	34.91666592506102	-0.5102040816326531	-0.522225971215795	-0.47141693684222363	0.00025132423705421944	0.00030430279752925423	0.004704202359330881	0.0031793679301155764	0.00010834836095346944	0.00010901626801295906	4.717884223579261e-07	3.188614913364333e-07	1.7838983460325842e-08	1.4524587714790038e-08
35.03001551349758	34.91745575218976	-0.3877551020408163	-0.3922004942531658	-0.34632894435547806	0.00020978607383050852	0.00030805638005992534	0.004608365902403494	0.004440088340259496	0.00010813664824237042	0.00010702850546182876	4.621769032598028e-07	4.453002046193457e-07	1.7598187760951867e-08	1.713260832190618e-08
35.03202349772155	34.930754124378296	-0.26530612244897966	-0.27177177945913805	-0.22211000417265475	0.00022529266030933974	0.00031191330210046816	0.004979563418055169	0.0037026438191594124	0.00010725091770115911	0.00010895650369481388	4.994046151895667e-07	3.7134127160359165e-07	1.8438196233834022e-08	1.560140413396904e-08
35.04541417314147	34.95555848414438	-0.1428571428571429	-0.15206566811215713	-0.10600956519067292	0.00022398553343412424	0.00027273448063499443	0.00475729483923546	0.0036567504136304344	0.00010692931059973315	0.00010859768774873614	4.771131119481958e-07	3.667385832544814e-07	1.7880157449693136e-08	1.547785078660499e-08
35.068159764419235	34.988103640768145	-0.020408163265306145	-0.035166416986621936	0.020655392470942734	0.0002623058002048835	0.0003296485132205291	0.004840083113570388	0.003735489270110387	0.00010825948024242696	0.00010754082022173589	4.85416017808684e-07	3.746353695828289e-07	1.8159444930533376e-08	1.557339738902635e-08
35.09573751889792	35.02276055931675	0.1020408163265305	0.08521684812790124	0.1430108970911386	0.00029271702615433164	0.0003159630674435943	0.004956166712027523	0.004944018455623852	0.00010865650213314062	0.00010816551325055059	4.97058139808196e-07	4.958397809270737e-07	1.846393757597131e-08	1.8405391276673744e-08
35.12222658013271	35.05339117542062	0.22448979591836737	0.21036589916599868	0.25775197861524335	0.00025148777608843294	0.0002475332417824186	0.008180860328671713	0.010875979320363438	0.00010780041434812874	0.00011099364034385953	8.204653824763527e-07	1.090761139340431e-06	2.6873906858715e-08	3.455093205177924e-08
35.141749316183024	35.07482775306374	0.346938775510204	0.31852688155685394	0.3521205992241872	0.0002027195800800625	0.0001763476025142279	0.022101892954770566	0.03441350252116582	0.00011537586396643565	0.00013146334707821007	2.216617486186999e-06	3.4513591937785395e-06	6.74692697297679e-08	1.0433220440618194e-07
35.14990429583401	35.08411482999399	0.46938775510204067	0.39707994269664687	0.416904253100675	0.00013344247883136933	0.00015359165695982393	0.06862936532286518	0.09445886418685687	0.0001334994253699298	0.00019299552238216935	6.882896933393358e-06	9.473359160250413e-06	2.06830972021408e-07	2.8473590188062776e-07
35.144840131163306	35.081209908408525	0.5918367346938775	0.44497147714609664	0.45757801608897286	0.00012306133809678025	0.00012635936273226966	0.1420792330085801	0.1721214860283381	0.0001625265491173584	0.00020084042950216827	1.4249246114590322e-05	1.7262209008959793e-05	4.2760238867837537e-07	5.180329522924195e-07
35.12770731090019	35.06897156319688	0.7142857142857142	0.47639922064254486	0.4869481300318171	0.0001197845104169519	0.00012439364323893343	0.23088542963584702	0.27325368879169093	0.00019558085190005245	0.00025998690196038163	2.3155694477569654e-05	2.740484292364767e-05	6.946459275018088e-07	8.222015370927582e-07
35.10237741386901	35.05243811004938	0.8367346938775511	0.5001133782934652	0.5081359299331868	0.00011372350899894147	0.0001125840025775924	0.3323622828838694	0.36722605435418293	0.00019848059071909081	0.0001984626562738809	3.3332893680059106e-05	3.6829410726525215e-05	9.997504117393312e-07	1.1045814912862686e-06
35.07449844022663	35.037573645506285	0.9591836734693877	0.5176101144785901	0.5255739042669888	0.00011176109356030687	0.00011328199954904849	0.43441235653823	0.4816142838206766	0.00022613580552545358	0.0002809477104179095	4.356758164058069e-05	4.83015027400137e-05	1.3066562585042184e-06	1.4486893735062029e-06
