# IV curve: IV_20250408_093051
# Vcc[V]	Vd_Go[V]	Vd_Return[V]	Id_Go[A]	Id_Return[A]
# 
-3.0	-2.026418365366639	-2.0313136139007937	-9.634495842020092e-05	-9.580615958769311e-05
-2.836734693877551	-1.9906715279745397	-1.9952500062293579	-8.367106007043346e-05	-8.32208087203787e-05
-2.673469387755102	-1.9493559608891744	-1.9526802124727638	-7.140120460299752e-05	-7.0965126249372e-05
-2.510204081632653	-1.9041955359764977	-1.9064216505960379	-5.9573816585990145e-05	-5.922124642719839e-05
-2.3469387755102042	-1.8506021376749306	-1.853509997021769	-4.8187321242030276e-05	-4.8079831437365474e-05
-2.183673469387755	-1.7912012830762492	-1.7932354994998392	-3.796800589924663e-05	-3.764850621609246e-05
-2.020408163265306	-1.722441014441573	-1.7258001566646255	-2.8464044430203417e-05	-2.8222473579954195e-05
-1.8571428571428572	-1.6426038852138356	-1.6432075850960988	-1.9972574829880298e-05	-1.976312943820399e-05
-1.6938775510204083	-1.5500174420917057	-1.5515361033416668	-1.2996940942892318e-05	-1.2836313650027778e-05
-1.5306122448979593	-1.441765560716928	-1.4418615099754517	-7.5960844369292585e-06	-7.498673207503001e-06
-1.3673469387755104	-1.313271599146586	-1.31372609563433	-3.837900713933017e-06	-3.7658209035215336e-06
-1.2040816326530615	-1.1727288897774173	-1.1723629971504155	-1.5199183957116163e-06	-1.5495692047459743e-06
-1.0408163265306123	-1.0233840983525067	-1.0240029481920518	-4.186990733021402e-07	-2.744944612927199e-07
-0.8775510204081636	-0.8626594495464628	-0.8634095982959624	2.0774737410842823e-07	2.4635191770873115e-07
-0.7142857142857144	-0.6999423615997588	-0.7005584568368658	5.018257979348872e-07	5.36470899416257e-07
-0.5510204081632657	-0.5425208462296967	-0.5429257613129219	6.359518382798634e-07	5.850190362496359e-07
-0.38775510204081653	-0.37597542878529533	-0.37565728124499675	6.59213547688105e-07	6.818452113613982e-07
-0.22448979591836737	-0.21123238820798276	-0.21181037914652404	7.388522902502791e-07	6.719918052973867e-07
-0.06122448979591866	-0.05422588788581258	-0.05521705751290441	7.085265762880001e-07	6.841850197234593e-07
0.1020408163265305	0.11024583203774883	0.11041248073156415	7.247242677212551e-07	7.44341494568869e-07
0.2653061224489792	0.2714056956997626	0.27085984082393666	1.3893253517226645e-06	1.3052322396240267e-06
0.4285714285714284	0.38523732517678755	0.38625374459357353	5.799736857939493e-06	5.6483782889440445e-06
0.5918367346938771	0.45145149546775626	0.4519546549997051	1.5507789542794397e-05	1.5446913148701575e-05
0.7551020408163263	0.49127502841261095	0.4914182636693545	2.808841601073487e-05	2.7907856535590497e-05
0.9183673469387754	0.517791455317257	0.5187601296497213	4.187131758585954e-05	4.1651613644386835e-05
1.0816326530612246	0.5371805509368283	0.5385467949242282	5.61015459244742e-05	5.60282062921579e-05
1.2448979591836729	0.5534877930996069	0.5560591414105701	7.100379936644661e-05	7.090886268277532e-05
1.408163265306122	0.5661999221355952	0.5674495579332103	8.599671478309615e-05	8.616800553299953e-05
1.5714285714285712	0.5760354097653176	0.5779626585082963	0.00010124267453247189	0.00010129185258039932
1.7346938775510203	0.5835644424915801	0.585819479610568	0.00011668003722410134	0.00011660935221651306
1.8979591836734686	0.5898066533439577	0.5929050339457592	0.00013239199609734207	0.0001322764524312143
2.0612244897959178	0.597645570467694	0.6003863215864406	0.00014800280926908157	0.00014808784724765689
2.224489795918367	0.6040342297597869	0.6071004742462935	0.00016368066296361324	0.0001635561205695939
2.387755102040816	0.6100133835541066	0.6138380403615756	0.0001795694918335628	0.00017955162920772001
2.5510204081632653	0.6165875145687456	0.6181282117534612	0.00019545656595157352	0.00019543996329861356
2.7142857142857135	0.6203910533575923	0.622028158888193	0.0002112887928230851	0.00021142309883686683
2.8775510204081627	0.6251146032185992	0.6255273227564596	0.000227261759773125	0.00022724871164337811
3.040816326530612	0.6281275935711883	0.6293092844393224	0.00024320044162128975	0.000243203411201494
3.204081632653061	0.6330875734232944	0.6343174684643709	0.00025907109306089833	0.00025927126976284633
3.3673469387755093	0.6369503344817561	0.6381017255840407	0.00027525777982405895	0.00027530785781120393
3.5306122448979584	0.6404219531083413	0.640999485008929	0.00029122327785564465	0.00029129441279962754
3.6938775510204076	0.6439945709544251	0.6437916543407051	0.0003073056693625419	0.0003073919221182152
3.8571428571428568	0.6454737504327188	0.6464750199678395	0.0003233764976415833	0.0003234737287589669
4.020408163265306	0.648705266369314	0.6493649749075848	0.0003395007330956916	0.00033951747072956986
4.183673469387754	0.6520446678358283	0.6533080762542839	0.00035564359605402016	0.00035572471958596273
4.346938775510203	0.6548799913795721	0.6542932777317572	0.0003716817138196909	0.0003719523505610299
4.5102040816326525	0.6568191763939459	0.6570253066191954	0.0003878302909702307	0.00038782466676529846
4.673469387755102	0.6579274132842629	0.6590622772415384	0.0004038925253266507	0.0004039694644501237
4.836734693877551	0.659685717878262	0.6613127250227366	0.00042005932490117093	0.00042025477727097583
5.0	0.662438405686979	0.6621441306983312	0.00043607211124782694	0.0004360970377239374
