# IV Measurement - T = 10.00 °C - Pull number 2
# Td_go[°C]	Td_return[°C]	Vcc	Vd_go[V]	Vd_return[V]	ErrVd_go[V]	ErrVd_return[V]	Vr_go[V]	Vr_return[V]	ErrVr_go[V]	ErrVr_return[V]	Id_go[A]	Id_return[A]
# 
9.897489985028798	10.060718350344066	-5.0	-5.009872509701197	-5.010172430154199	0.0001086207256364197	0.000108270653424489	-0.019664308381463942	-0.019773018770783267	0.00010601976340923154	0.00010736040181733991	-1.966430838146394e-06	-1.977301877078327e-06
9.925371449468335	10.075865469419861	-3.888888888888889	-3.8999605245923687	-3.899333872615519	9.589556915653211e-05	9.464283688837188e-05	-0.020350684859503896	-0.021279499150008062	0.00010826171715471913	0.00010742564788928208	-2.0350684859503897e-06	-2.1279499150008063e-06
9.949782456951965	10.08404199207012	-2.7777777777777777	-2.7874655881419463	-2.7881681290785614	0.00011119339237016804	0.00010972991040813932	-0.019862170387270593	-0.02008732370528034	0.00010721731893272836	0.00010682271031824648	-1.986217038727059e-06	-2.008732370528034e-06
9.965741137932806	10.081149729356701	-1.6666666666666665	-1.6781738931071608	-1.6799806866241698	0.00010966136065853532	0.000109821569280216	-0.020751412278591966	-0.02156605791831234	0.00010710664921494729	0.00010624961334099514	-2.0751412278591968e-06	-2.156605791831234e-06
9.970542347664626	10.065705519986073	-0.5555555555555554	-0.56694771117212	-0.5682323704535688	0.00010750804906261686	0.00010691304559094268	-0.019691599692476452	-0.021213090292964434	0.0001069743596523167	0.00010796884305726473	-1.969159969247645e-06	-2.1213090292964433e-06
9.964407969025716	10.039226254547135	0.5555555555555554	0.39924602738262066	0.3996418314979873	0.00010973590380613958	0.00011103613657398854	0.12344677908237824	0.12208949120456951	0.00010634310679578891	0.00010525044080084877	1.2344677908237823e-05	1.220894912045695e-05
9.950418625628162	10.005880112833022	1.666666666666667	0.4959172066984126	0.496334823208003	0.0001089778385057242	0.00010844900323666745	1.1387972716861559	1.137053355327363	0.00010322933350543424	0.00010491171353985638	0.00011387972716861559	0.00011370533553273629
9.933743663730896	9.971489177452098	2.7777777777777786	0.5269657899603939	0.5267340332466931	0.00010938015317147728	0.00010916374730232385	2.21908561676346	2.219542746226328	0.00010689858258069186	0.00010692318344018156	0.000221908561676346	0.0002219542746226328
9.920358087847976	9.942127387599927	3.8888888888888893	0.5463679167215142	0.5467555411858022	0.0001105358899689795	0.00011007591383007383	3.310053509331293	3.3110974010008722	0.0001059689490240652	0.00010766558578101184	0.0003310053509331293	0.00033110974010008723
9.915560763099828	9.922656868975464	5.0	0.5603532983310384	0.5603769284171847	0.0001088972525355773	0.00010795055776140189	4.406384142584204	4.40805619025137	0.00010817185613313036	0.0001081979825680419	0.0004406384142584204	0.00044080561902513704
