# IV Measurement - T = 10.00 °C - Pull number 1
# Td_go[°C]	Td_return[°C]	Vcc	Vd_go[V]	Vd_return[V]	ErrVd_go[V]	ErrVd_return[V]	Vr_go[V]	Vr_return[V]	ErrVr_go[V]	ErrVr_return[V]	Id_go[A]	Id_return[A]
# 
10.046626392813842	9.87218686224431	-5.0	-5.027104757427155	-5.027006601642529	0.00010439572194876942	0.00010355400676063019	0.007072534372323247	0.005269033599178805	0.00010321386889851762	0.00010408445743840191	7.072534372323247e-07	5.269033599178805e-07
10.01448144034022	9.855104621016086	-3.888888888888889	-3.91684422839794	-3.9149706343720365	0.00010052847970018964	9.92457544908369e-05	0.0036429262611721138	0.004176926255729043	0.00010456220301501764	0.00010374377892167145	3.642926261172114e-07	4.176926255729043e-07
9.979767419823988	9.85010357284462	-2.7777777777777777	-2.8029560251619134	-2.8030787198926963	0.00010502883648846173	0.00010351803643926203	0.0041651000197662205	0.005459163066298798	0.00010455143135572482	0.00010414285408414836	4.1651000197662207e-07	5.459163066298799e-07
9.948636163467219	9.858319879427896	-1.6666666666666665	-1.6924660115436418	-1.6942868922334444	0.00010635336682829845	0.00010363388810419868	0.0037766536798398936	0.0035542294981804664	0.00010204733271060144	0.00010486826000753364	3.776653679839894e-07	3.554229498180466e-07
9.926376015203338	9.877888262610465	-0.5555555555555554	-0.5810716923170082	-0.5802332783233257	9.822650082367877e-05	0.00010002300933087699	0.005001123900066092	0.004401624745391357	0.00010520772494096941	0.00010310673902091473	5.001123900066091e-07	4.401624745391357e-07
9.91614037695763	9.904397227146529	0.5555555555555554	0.3982126660264945	0.4003452822174711	0.00010437212624743798	0.00010599038436617217	0.13520933421647138	0.13405172776572633	0.00010327355026103841	0.00010470130553586484	1.3520933421647138e-05	1.3405172776572632e-05
9.918198593331931	9.931965356479765	1.666666666666667	0.4779397020891592	0.4784713792558847	0.00010672877470352968	0.00010609330133886428	1.1673517156712108	1.1670637908508432	0.00010498099103945544	0.00010446199532799491	0.00011673517156712108	0.00011670637908508432
9.92989235498567	9.954675204685444	2.7777777777777786	0.5046939697737423	0.5061426764468372	0.00010368995249591289	0.00010434445888606733	2.252905009622319	2.2519357132189644	0.0001034186373797897	0.00010292888198191669	0.0002252905009622319	0.00022519357132189645
9.946308071388875	9.9680137786075	3.8888888888888893	0.523986125702087	0.5247332002850756	0.00010538973830060116	0.00010465549399124245	3.3490910008282757	3.349660934376536	0.00010370254026823495	0.00010537463874391324	0.0003349091000828276	0.0003349660934376536
9.961500377567583	9.969967013005588	5.0	0.5349832089796567	0.5355494224306145	0.0001062487576696031	0.00010441728260474667	4.447668163914544	4.449559451781818	0.00010222714639337065	0.00010230659808691735	0.0004447668163914544	0.0004449559451781818
