# IV Measurement - T = 10.00 °C - Pull number 0
# Td_go[°C]	Td_return[°C]	Vcc	Vd_go[V]	Vd_return[V]	ErrVd_go[V]	ErrVd_return[V]	Vr_go[V]	Vr_return[V]	ErrVr_go[V]	ErrVr_return[V]	Id_go[A]	Id_return[A]
# 
10.036200884747633	10.070669685697633	-5.0	-5.029501848926776	-5.028104492270571	0.00010448716021436011	0.00010464459562601336	0.0100322770737451	0.008271532645121482	0.00010345647714883297	0.00010292002055635184	1.00322770737451e-06	8.271532645121482e-07
10.053843719727624	10.083029182800335	-3.888888888888889	-3.9171341514544937	-3.915707711650948	0.0001003587683506089	0.00010060854892908365	0.007961321407375507	0.006104602573464491	0.00010524636042010029	0.0001032710273824971	7.961321407375507e-07	6.104602573464491e-07
10.079233133686776	10.082927209350965	-2.7777777777777777	-2.8058938823267683	-2.804376103064492	0.00010471777113993378	0.00010356346877978018	0.011565139044312433	0.007658387845337864	0.0001028166759203751	0.00010406964462098797	1.1565139044312432e-06	7.658387845337864e-07
10.10711181794611	10.072558489023479	-1.6666666666666665	-1.6957674085648895	-1.6954783943110174	0.00010366955408151751	0.00010272602452395661	0.009531481501261086	0.007634735406445214	0.00010345349150564823	0.00010286479123987138	9.531481501261086e-07	7.634735406445215e-07
10.131394302934785	10.056531119542836	-0.5555555555555554	-0.5840186379804395	-0.5824949511940887	9.456269060184437e-05	9.69807309285802e-05	0.008373875050754247	0.009706600755541207	0.00010300200283601292	0.00010360808674478811	8.373875050754247e-07	9.706600755541207e-07
10.146649497499142	10.040717672155093	0.5555555555555554	0.3934711953526755	0.39748876711487596	0.00010487164366653495	0.00010504942661215434	0.14204262368976917	0.13746450623328632	0.00010340563734338425	0.00010437195991994141	1.4204262368976917e-05	1.3746450623328632e-05
10.14942527263532	10.030797912483251	1.666666666666667	0.47448789032980304	0.4775770709959567	0.00010573217579776389	0.00010628257409167144	1.1731215537002744	1.1689273340340536	0.00010228592732572043	0.00010154743752611662	0.00011731215537002744	0.00011689273340340535
10.139090836676422	10.030850130054423	2.7777777777777786	0.5030325922339575	0.5049975256261976	0.00010260560086006523	0.00010367253498239853	2.258214079364204	2.2562149908176323	0.00010401589179112022	0.00010356334491497284	0.0002258214079364204	0.00022562149908176324
10.117990687349907	10.042336148666305	3.8888888888888893	0.5214390739760218	0.5224347189950779	0.00010396168869766009	0.00010254561676319357	3.353107371210838	3.3524087136437086	0.00010284205719877716	0.0001041364318894858	0.0003353107371210838	0.00033524087136437084
10.090872452745652	10.0637286871381	5.0	0.533729450601028	0.5329451131635201	0.00010662668326541093	0.00010354828964367061	4.449696363193086	4.450538300145373	0.00010089707638350468	0.00010135772657904466	0.0004449696363193086	0.00044505383001453735
